date,CIP_basis_USDJPY,CIP_basis_EURUSD
2013-10-01,-14.955532425151608,-8.81604305731026
2013-10-02,-14.93190468572305,-8.820009129818196
2013-10-03,-14.906454961113734,-8.823032418206811
2013-10-04,-14.879495240529794,-8.825402235159078
2013-10-07,-14.851345341049859,-8.827415157554135
2013-10-08,-14.822327394643828,-8.829369532164934
2013-10-09,-14.792760344661758,-8.83155999119187
2013-10-10,-14.76295455530248,-8.83427208112673
2013-10-11,-14.733206635152106,-8.837777106021495
2013-10-14,-14.70379457151344,-8.842327281867272
2013-10-15,-14.674973266016051,-8.848151292557011
2013-10-16,-14.646970554023795,-8.85545032993272
2013-10-17,-14.619983780799265,-8.864394690860157
2013-10-18,-14.594176996428937,-8.875120993318191
2013-10-21,-14.569678819372529,-8.887730061349691
2013-10-22,-14.546581005412506,-8.90228551563288
2013-10-23,-14.524937744999042,-8.918813092651565
2013-10-24,-14.50476569778163,-8.937300701238144
2013-10-25,-14.486044758766148,-8.957699210911088
2013-10-28,-14.46871953631626,-8.979923952208319
2013-10-29,-14.452701508406147,-9.003856895406113
2013-10-30,-14.437871810397063,-9.029349460878507
2013-10-31,-14.424084595407834,-9.056225902149704
2013-11-01,-14.41117089731669,-9.084287191659456
2013-11-04,-14.398942916782705,-9.113315329611863
2013-11-05,-14.387198642596537,-9.143077988199812
2013-11-06,-14.375726714319276,-9.1733333971461
2013-11-07,-14.36431142766667,-9.203835372001121
2013-11-08,-14.352737781531852,-9.234338384072311
2013-11-11,-14.340796464960224,-9.26460257028181
2013-11-12,-14.328288683807111,-9.294398582665236
2013-11-13,-14.315030730191825,-9.323512180607937
2013-11-14,-14.300858203145191,-9.351748474198303
2013-11-15,-14.285629795925876,-9.378935734156363
2013-11-18,-14.269230574215923,-9.404928692530927
2013-11-19,-14.25157467962547,-9.429611268578148
2013-11-20,-14.232607404440639,-9.452898665738765
2013-11-21,-14.212306596111631,-9.474738798194204
2013-11-22,-14.19068336335355,-9.495113018857676
2013-11-25,-14.16778206965925,-9.514036134582987
2013-11-26,-14.143679614227898,-9.53155570857874
2013-11-27,-14.118484014517726,-9.54775066422026
2013-11-28,-14.09233231855782,-9.562729218378445
2013-11-29,-14.065387888529653,-9.57662618576059
2013-12-02,-14.037837109691791,-9.589599708321296
2013-12-03,-14.009885590225327,-9.601827475306065
2013-12-04,-13.981753927797252,-9.613502509709772
2013-12-05,-13.95367312737367,-9.624828605667584
2013-12-06,-13.925879761893553,-9.636015508374548
2013-12-09,-13.89861097269641,-9.647273933413478
2013-12-10,-13.872099409981006,-9.658810525754374
2013-12-11,-13.846568214988457,-9.670822860105476
2013-12-12,-13.822226145024091,-9.683494583717282
2013-12-13,-13.799262939867788,-9.696990800176508
2013-12-16,-13.777845023621365,-9.71145378822616
2013-12-17,-13.758111629690193,-9.726999143296952
2013-12-18,-13.740171428517922,-9.743712421357259
2013-12-19,-13.724099728043814,-9.761646355039773
2013-12-20,-13.70993630581945,-9.780818700970741
2013-12-23,-13.697683919519127,-9.801210765025537
2013-12-24,-13.68730752944358,-9.82276663910014
2013-12-25,-13.678734252804933,-9.845393169176505
2013-12-26,-13.67185405536038,-9.86896066024015
2013-12-27,-13.666521171610064,-9.893304309256388
2013-12-30,-13.662556230570008,-9.918226343207584
2013-12-31,-13.659749050350502,-9.943498825413712
2014-01-01,-13.657862051682546,-9.968867080271155
2014-01-02,-13.656634228394521,-9.994053674404707
2014-01-03,-13.65578560188563,-10.018762881272501
2014-01-06,-13.655022077085023,-10.0426855467064
2014-01-07,-13.65404060941266,-10.065504264898001
2014-01-08,-13.652534586026128,-10.086898768109116
2014-01-09,-13.65019932026912,-10.106551429017216
2014-01-10,-13.6467375558169,-10.124152772186838
2014-01-13,-13.641864876592031,-10.13940689073598
2014-01-14,-13.635314920107106,-10.152036665850726
2014-01-15,-13.626844295452422,-10.161788690362727
2014-01-16,-13.616237112616055,-10.168437803074443
2014-01-17,-13.603309037097636,-10.171791147791106
2014-01-20,-13.587910792714164,-10.17169167995606
2014-01-21,-13.569931045924973,-10.168021054215194
2014-01-22,-13.549298616720959,-10.160701837954807
2014-01-23,-13.525983973904719,-10.149699008639208
2014-01-24,-13.49999998618583,-10.135020706372314
2014-01-27,-13.471401914665893,-10.116718227258454
2014-01-28,-13.440286646717713,-10.09488525756783
2014-01-29,-13.406791185692754,-10.069656363142196
2014-01-30,-13.3710904250415,-10.041204762627327
2014-01-31,-13.333394249028732,-10.009739426716791
2014-02-03,-13.29394401500733,-9.975501558373349
2014-02-04,-13.25300848393232,-9.93876052071313
2014-02-05,-13.210879276225382,-9.899809289666484
2014-02-06,-13.16786593903731,-9.858959517467223
2014-02-07,-13.124290718229352,-9.816536300295812
2014-02-10,-13.080483133864382,-9.772872748872523
2014-02-11,-13.036774461559359,-9.728304464357532
2014-02-12,-12.993492223634549,-9.6831640234993
2014-02-13,-12.950954793572322,-9.637775576550471
2014-02-14,-12.909466214878433,-9.59244965905084
2014-02-17,-12.869311331069659,-9.547478314208542
2014-02-18,-12.83075131728003,-9.503130616379124
2014-02-19,-12.794019696004783,-9.459648678169705
2014-02-20,-12.75931890994373,-9.417244214138098
2014-02-21,-12.72681751394962,-9.376095723101358
2014-02-24,-12.696648035946835,-9.33634633892799
2014-02-25,-12.668905543597875,-9.298102386600846
2014-02-26,-12.64364693971431,-9.261432666557099
2014-02-27,-12.62089099520441,-9.226368476107679
2014-02-28,-12.600619113997302,-9.192904362386471
2014-03-03,-12.582776810163214,-9.160999587059619
2014-03-04,-12.567275863637299,-9.130580269213585
2014-03-05,-12.553997107819844,-9.101542159706105
2014-03-06,-12.542793790123103,-9.073753988062068
2014-03-07,-12.533495435502063,-9.04706131196362
2014-03-10,-12.525912133357007,-9.021290789734568
2014-03-11,-12.519839160117222,-8.99625478814105
2014-03-12,-12.51506184346374,-8.971756231479135
2014-03-13,-12.511360569647655,-8.94759359341893
2014-03-14,-12.508515832795824,-8.923565930510243
2014-03-17,-12.506313224516447,-8.89947785567591
2014-03-18,-12.50454826353344,-8.875144351435257
2014-03-19,-12.503030968461667,-8.850395325983808
2014-03-20,-12.501590082117978,-8.825079820538166
2014-03-21,-12.5000768628414,-8.799069783433794
2014-03-24,-12.498368367030446,-8.772263335198032
2014-03-25,-12.496370157325021,-8.744587459040385
2014-03-26,-12.49401838236421,-8.716000062706225
2014-03-27,-12.491281186613966,-8.686491370202628
2014-03-28,-12.488159422134258,-8.656084615280966
2014-03-31,-12.484686648081466,-8.624836022487118
2014-04-01,-12.48092841794641,-8.592834075794801
2014-04-02,-12.476980868732639,-8.56019808904192
2014-04-03,-12.472968640206114,-8.52707610631642
2014-04-04,-12.469042165722772,-8.4936421738134
2014-04-07,-12.46537438870334,-8.460093037248308
2014-04-08,-12.462156970328408,-8.426644330414735
2014-04-09,-12.45959606424644,-8.393526330694769
2014-04-10,-12.457907742821934,-8.360979366064697
2014-04-11,-12.457313166529332,-8.329248965217081
2014-04-14,-12.458033593381195,-8.298580847703114
2014-04-15,-12.4602853286623,-8.269215854382265
2014-04-16,-12.464274716657718,-8.241384919882726
2014-04-17,-12.47019327548362,-8.215304188196564
2014-04-18,-12.478213073564831,-8.19117036996889
2014-04-21,-12.488482441801764,-8.169156435538742
2014-04-22,-12.501122109117986,-8.149407731438032
2014-04-23,-12.516221841001004,-8.132038599976033
2014-04-24,-12.5338376509996,-8.117129571887514
2014-04-25,-12.553989644107897,-8.104725190989416
2014-04-28,-12.576660538763967,-8.094832517588454
2014-04-29,-12.601794901055921,-8.087420344246867
2014-04-30,-12.629299110916493,-8.08241914370158
2014-05-01,-12.659042065866721,-8.079721754511493
2014-05-02,-12.690856613517079,-8.079184795654989
2014-05-05,-12.72454168982972,-8.080630787095092
2014-05-06,-12.759865126365058,-8.083850939548778
2014-05-07,-12.796567076647678,-8.088608563608888
2014-05-08,-12.834363999646431,-8.094643036226325
2014-05-09,-12.872953127407662,-8.101674251604235
2014-05-12,-12.91201733432262,-8.109407473997921
2014-05-13,-12.951230317537476,-8.11753850194092
2014-05-14,-12.990261991782416,-8.125759047185902
2014-05-15,-13.02878399752726,-8.133762227279409
2014-05-16,-13.066475218951279,-8.141248068269626
2014-05-19,-13.103027207792167,-8.14792891362323
2014-05-20,-13.138149410722896,-8.153534637010885
2014-05-21,-13.171574101466167,-8.157817560181579
2014-05-22,-13.20306092432567,-8.160556982615285
2014-05-23,-13.232400963087066,-8.161563236916695
2014-05-26,-13.259420258178915,-8.160681192849767
2014-05-27,-13.283982705411995,-8.157793143340783
2014-05-28,-13.305992281333896,-8.152821017495647
2014-05-29,-13.32539455301703,-8.145727878458063
2014-05-30,-13.342177443695837,-8.13651867753247
2014-06-02,-13.356371239819266,-8.125240250145703
2014-06-03,-13.368047839514446,-8.11198055365062
2014-06-04,-13.377319256887185,-8.096867161404386
2014-06-05,-13.384335410735309,-8.080065041704115
2014-06-06,-13.389281239848456,-8.06177366375971
2014-06-09,-13.39237319984932,-8.042223485664863
2014-06-10,-13.393855208249635,-8.021671891044862
2014-06-11,-13.393994114822519,-8.000398651488103
2014-06-12,-13.393074783330304,-7.978701000804953
2014-06-13,-13.391394877920304,-7.956888414430875
2014-06-16,-13.389259452970995,-7.935277192760033
2014-06-17,-13.386975448731723,-7.914184950756133
2014-06-18,-13.384846196683146,-7.893925117770638
2014-06-19,-13.38316603812278,-7.874801551075545
2014-06-20,-13.38221515706036,-7.857103364197566
2014-06-23,-13.382254724138814,-7.841100066771461
2014-06-24,-13.383522442064736,-7.8270371063978015
2014-06-25,-13.386228575059615,-7.815131895017434
2014-06-26,-13.39055253528535,-7.805570392756872
2014-06-27,-13.396640088241812,-7.7985043112424375
2014-06-30,-13.404601226993861,-7.794048986240571
2014-07-01,-13.414508751997609,-7.792281956393223
2014-07-02,-13.426397579514711,-7.79324227103638
2014-07-03,-13.440264787399594,-7.796930535884923
2014-07-04,-13.456070392691709,-7.803309691014356
2014-07-07,-13.473738841225119,-7.81230650134925
2014-07-08,-13.4931611756556,-7.8238137260561205
2014-07-09,-13.5141978351708,-7.837692920103211
2014-07-10,-13.536682027946767,-7.853777809047062
2014-07-11,-13.560423606381015,-7.871878167072288
2014-07-14,-13.585213365483355,-7.891784118661576
2014-07-15,-13.610827676726926,-7.913270776193856
2014-07-16,-13.637033363310957,-7.9361031194171066
2014-07-17,-13.663592718285141,-7.960041018240586
2014-07-18,-13.69026856442128,-7.984844297726298
2014-07-21,-13.716829254138409,-8.010277743580035
2014-07-22,-13.743053509204401,-8.036115947858542
2014-07-23,-13.76873500332015,-8.062147897992228
2014-07-24,-13.793686595975531,-8.088181217505621
2014-07-25,-13.817744133045068,-8.114045973896028
2014-07-28,-13.84076973832564,-8.139597977865131
2014-07-29,-13.862654530438652,-8.164721508317816
2014-07-30,-13.883320711022664,-8.189331409046089
2014-07-31,-13.9027229827058,-8.213374515578492
2014-08-01,-13.920849268722492,-8.236830384050982
2014-08-04,-13.937720719965997,-8.259711307881215
2014-08-05,-13.95339100947245,-8.282061622232728
2014-08-06,-13.96794492853705,-8.303956310459725
2014-08-07,-13.981496312589293,-8.325498940649455
2014-08-08,-13.994185338329965,-8.346818973754637
2014-08-11,-14.006175246195562,-8.368068497371008
2014-08-12,-14.017648553719628,-8.38941845071889
2014-08-13,-14.028802835580402,-8.411054416607133
2014-08-14,-14.039846154858843,-8.433172064892291
2014-08-15,-14.050992237109753,-8.455972339024552
2014-08-18,-14.062455484131721,-8.479656482554406
2014-08-19,-14.074445927705074,-8.504421005857644
2014-08-20,-14.08716422498348,-8.53045269475226
2014-08-21,-14.1007967966459,-8.557923762102096
2014-08-22,-14.115511206350897,-8.586987240936855
2014-08-25,-14.131451875534212,-8.617772713117041
2014-08-26,-14.148736221239362,-8.650382461221193
2014-08-27,-14.167451296592478,-8.68488812325397
2014-08-28,-14.187651003883571,-8.72132792012449
2014-08-29,-14.209353939183494,-8.75970451481152
2014-09-01,-14.23254191522376,-8.79998354992972
2014-09-02,-14.257159196131514,-8.842092897276201
2014-09-03,-14.283112463800466,-8.885922639125313
2014-09-04,-14.310271521458203,-8.931325786818917
2014-09-05,-14.338470725638453,-8.978119727847577
2014-09-08,-14.367511123562169,-9.026088378413483
2014-09-09,-14.397163259151124,-9.074985004685505
2014-09-10,-14.427170597809956,-9.12453566286929
2014-09-11,-14.45725350797219,-9.174443196074604
2014-09-12,-14.48711372645044,-9.2243917150071
2014-09-15,-14.516439225073148,-9.274051479953682
2014-09-16,-14.544909388117892,-9.323084093558425
2014-09-17,-14.572200403819327,-9.37114790765405
2014-09-18,-14.597990768861221,-9.41790354304552
2014-09-19,-14.6219668023425,-9.463019418722642
2014-09-22,-14.64382806528439,-9.506177186556043
2014-09-23,-14.663292583330088,-9.5470769691152
2014-09-24,-14.68010177384935,-9.585442301808204
2014-09-25,-14.69402498413008,-9.621024686012943
2014-09-26,-14.704863554613105,-9.653607667143417
2014-09-29,-14.712454330063446,-9.683010360532247
2014-09-30,-14.716672552000233,-9.709090358439457
2014-10-01,-14.717434077425729,-9.731745963215975
2014-10-02,-14.714696881675485,-9.75091770443212
2014-10-03,-14.70846181680947,-9.766589111379266
2014-10-06,-14.698772611114466,-9.778786726503593
2014-10-07,-14.685715109718116,-9.787579359760953
2014-10-08,-14.66941577074474,-9.793076598312052
2014-10-09,-14.650039445593794,-9.795426600127897
2014-10-10,-14.627786485519422,-9.794813213673375
2014-10-13,-14.60288922947129,-9.791452478618744
2014-10-14,-14.575607939875088,-9.785588574247338
2014-10-15,-14.546226263460008,-9.777489292656714
2014-10-16,-14.515046303177524,-9.767441122788156
2014-10-17,-14.482383394530007,-9.75574403859348
2014-10-20,-14.44856068509734,-9.742706090118183
2014-10-21,-14.413903619610682,-9.728637899841376
2014-10-22,-14.378734434506816,-9.713847168197184
2014-10-23,-14.343366765473737,-9.6986332917801
2014-10-24,-14.30810046907866,-9.683282195317375
2014-10-27,-14.273216755200725,-9.668061474123157
2014-10-28,-14.238973720759148,-9.653215937517611
2014-10-29,-14.205602367254802,-9.638963635721996
2014-10-30,-14.173303175085758,-9.625492443183418
2014-10-31,-14.142243296641542,-9.612957260327676
2014-11-03,-14.112554418040895,-9.601477883598724
2014-11-04,-14.084331326289798,-9.591137580555834
2014-11-05,-14.057631204856335,-9.581982393019585
2014-11-06,-14.032473666454429,-9.574021177053538
2014-11-07,-14.008841517476418,-9.567226374216835
2014-11-10,-13.986682234294271,-9.561535494303131
2014-11-11,-13.965910117837527,-9.55685327596978
2014-11-12,-13.946409079721262,-9.553054478526995
2014-11-13,-13.928036000995371,-9.549987245954728
2014-11-14,-13.910624593553386,-9.547476973182624
2014-11-17,-13.893989684589966,-9.545330595019468
2014-11-18,-13.877931836417885,-9.543341210040655
2014-11-19,-13.862242207603956,-9.541292945391165
2014-11-20,-13.846707556882283,-9.538965963960916
2014-11-21,-13.831115288738596,-9.536141512824972
2014-11-24,-13.815258438980404,-9.53260691126252
2014-11-25,-13.79894050002413,-9.52816037808527
2014-11-26,-13.781979989013964,-9.522615601389889
2014-11-27,-13.764214667169972,-9.515805959132246
2014-11-28,-13.745505325841807,-9.507588306000349
2014-12-01,-13.72573906347902,-9.497846250797947
2014-12-02,-13.704831987948662,-9.486492858770838
2014-12-03,-13.68273129013498,-9.473472724812206
2014-12-04,-13.659416647318738,-9.458763376046644
2014-12-05,-13.634900928209522,-9.442375975668494
2014-12-08,-13.609230185430752,-9.424355313836983
2014-12-09,-13.582482935461881,-9.404779085635594
2014-12-10,-13.554768740246661,-9.383756470308011
2014-12-11,-13.526226118603045,-9.361426039909858
2014-12-12,-13.497019828945758,-9.337953038891369
2014-12-15,-13.4673375773957,-9.313526088689395
2014-12-16,-13.437386216854016,-9.288353382911486
2014-12-17,-13.407387512838548,-9.262658448914562
2014-12-18,-13.377573560615136,-9.236675560316026
2014-12-19,-13.348181945234574,-9.21064489205389
2014-12-22,-13.319450741369321,-9.184807514895681
2014-12-23,-13.291613453227116,-9.159400329679757
2014-12-24,-13.264893996235394,-9.134651042989233
2014-12-25,-13.239501821611029,-9.11077328538004
2014-12-26,-13.215627282365455,-9.087961970720022
2014-12-29,-13.19343733479393,-9.066388990695339
2014-12-30,-13.173071663146379,-9.046199332189161
2014-12-31,-13.154639307098831,-9.027507697159512
2015-01-01,-13.138215861995134,-9.010395694994022
2015-01-02,-13.12384131079584,-8.994909666286906
2015-01-05,-13.111518534468603,-8.981059184781031
2015-01-06,-13.101212534419968,-8.968816271083673
2015-01-07,-13.092850386756256,-8.958115337952913
2015-01-08,-13.08632193394129,-8.94885387273129
2015-01-09,-13.081481205066249,-8.940893848151742
2015-01-12,-13.078148541742568,-8.93406383853618
2015-01-13,-13.076113392848171,-8.928161804626747
2015-01-14,-13.07513772826949,-8.922958497202327
2015-01-15,-13.074960009641458,-8.918201417492416
2015-01-16,-13.075299645131734,-8.913619261445032
2015-01-19,-13.075861845757935,-8.908926765347783
2015-01-20,-13.076342792753676,-8.90382986232845
2015-01-21,-13.076435019267594,-8.898031053029914
2015-01-22,-13.075832905310415,-8.891234889385386
2015-01-23,-13.074238182445585,-8.88315346800008
2015-01-26,-13.071365344295943,-8.873511829223153
2015-01-27,-13.066946860523208,-8.862053159577435
2015-01-28,-13.060738095497639,-8.84854369877566
2015-01-29,-13.052521838344996,-8.832777258021371
2015-01-30,-13.042112358331618,-8.814579263566708
2015-02-02,-13.029358908485666,-8.793810248436378
2015-02-03,-13.014148610780945,-8.770368725655516
2015-02-04,-12.996408667928065,-8.744193388037635
2015-02-05,-12.97610785959905,-8.71526459237009
2015-02-06,-12.953257294509028,-8.683605099432075
2015-02-09,-12.927910403928989,-8.649280055430603
2015-02-10,-12.900162176633645,-8.612396214869628
2015-02-11,-12.870147649717525,-8.573100419297045
2015-02-12,-12.83803968386363,-8.531577360525004
2015-02-13,-12.804046065245757,-8.488046670515917
2015-02-16,-12.768405989027507,-8.442759392908377
2015-02-17,-12.731385991139062,-8.395993902875224
2015-02-18,-12.693275405440998,-8.34805135243397
2015-02-19,-12.654381432321989,-8.299250727267438
2015-02-20,-12.615023912050686,-8.249923608385856
2015-02-23,-12.575529901671649,-8.200408737430772
2015-02-24,-12.53622815779605,-8.15104648798245
2015-02-25,-12.497443629222092,-8.102173346815967
2015-02-26,-12.45949206289652,-8.054116508627843
2015-02-27,-12.42267482430981,-8.007188685336047
2015-03-02,-12.387274029047683,-7.9616832266860795
2015-03-03,-12.353548075990297,-7.917869642664337
2015-03-04,-12.321727664677578,-7.875989610247062
2015-03-05,-12.292012369801032,-7.836253537454765
2015-03-06,-12.264567834826915,-7.798837746726283
2015-03-09,-12.239523634615196,-7.763882327486229
2015-03-10,-12.216971843810482,-7.731489694690903
2015-03-11,-12.196966334000802,-7.701723876357322
2015-03-12,-12.179522808435415,-7.674610538875157
2015-03-13,-12.164619568740392,-7.650137744548574
2015-03-16,-12.152198993850496,-7.628257421594652
2015-03-17,-12.142169697563855,-7.6088875130127045
2015-03-18,-12.134409317991098,-7.591914757603783
2015-03-19,-12.128767879968157,-7.577198044216922
2015-03-20,-12.12507166046891,-7.5645722692654145
2015-03-23,-12.123127477404491,-7.553852617906718
2015-03-24,-12.122727314117439,-7.544839181200808
2015-03-25,-12.123653185527525,-7.537321815210019
2015-03-26,-12.12568214738462,-7.531085143501757
2015-03-27,-12.128591347519304,-7.525913601950564
2015-03-30,-12.132163017402622,-7.521596424156224
2015-03-31,-12.136189303742642,-7.517932467210857
2015-04-01,-12.140476843228875,-7.5147347809307306
2015-04-02,-12.144850988818261,-7.5118348289511
2015-04-03,-12.149159603034926,-7.509086277160505
2015-04-06,-12.15327634249057,-7.506368273685195
2015-04-07,-12.157103368051743,-7.503588154853629
2015-04-08,-12.160573426584174,-7.5006835230744
2015-04-09,-12.163651262767,-7.49762365512343
2015-04-10,-12.1663343328453,-7.494410212711414
2015-04-13,-12.168652806115535,-7.491077241128501
2015-04-14,-12.170668854143175,-7.487690455967331
2015-04-15,-12.172475241915922,-7.4843458321296294
2015-04-16,-12.174193249062574,-7.481167523247592
2015-04-17,-12.175969962642801,-7.478305153026432
2015-04-20,-12.177974995576102,-7.475930532576903
2015-04-21,-12.180396696281804,-7.474233869310088
2015-04-22,-12.18343792532163,-7.473419543185902
2015-04-23,-12.187311483570927,-7.473701534841101
2015-04-24,-12.192235283523022,-7.475298597200614
2015-04-27,-12.19842736061416,-7.4784292674585995
2015-04-28,-12.206100824839455,-7.483306819698427
2015-04-29,-12.215458854346956,-7.490134259836971
2015-04-30,-12.226689832117374,-7.4990994639988156
2015-05-01,-12.239962724272466,-7.510370558861097
2015-05-04,-12.255422794053647,-7.524091638007918
2015-05-05,-12.27318773916094,-7.540378901981542
2015-05-06,-12.29334433206395,-7.559317301638788
2015-05-07,-12.315945633247047,-7.5809577547712665
2015-05-08,-12.34100883631788,-7.605314994914798
2015-05-11,-12.368513791706194,-7.632366099070656
2015-05-12,-12.398402242544787,-7.662049727926207
2015-05-13,-12.43057779251254,-7.694266098350017
2015-05-14,-12.464906611199432,-7.728877693716277
2015-05-15,-12.501218868200633,-7.765710703260412
2015-05-18,-12.539310872942698,-7.804557167463184
2015-05-19,-12.578947883463961,-7.845177792679553
2015-05-20,-12.619867534283246,-7.887305385140307
2015-05-21,-12.661783821351058,-7.930648842314069
2015-05-22,-12.704391571121162,-7.974897628661088
2015-05-25,-12.747371311222695,-8.019726653251922
2015-05-26,-12.7903944522407,-8.064801458751733
2015-05-27,-12.833128683880528,-8.109783625038338
2015-05-28,-12.875243484422725,-8.154336286352837
2015-05-29,-12.916415639955593,-8.198129658462308
2015-06-01,-12.956334669449314,-8.240846471890247
2015-06-02,-12.99470805331994,-8.28218720885486
2015-06-03,-13.031266166692074,-8.32187504511552
2015-06-04,-13.065766824038809,-8.35966040339723
2015-06-05,-13.097999349151335,-8.395325032336718
2015-06-08,-13.127788093327656,-8.428685533830473
2015-06-09,-13.154995335098263,-8.459596272093446
2015-06-10,-13.179523506525204,-8.48795160945544
2015-06-11,-13.20131670389205,-8.513687426703124
2015-06-12,-13.220361454199985,-8.536781899373315
2015-06-15,-13.236686723035602,-8.557255515553305
2015-06-16,-13.250363163806004,-8.57517033517378
2015-06-17,-13.261501622766126,-8.590628505209407
2015-06-18,-13.270250928414088,-8.603770059352602
2015-06-19,-13.276795007427678,-8.614770044323373
2015-06-22,-13.281349382096653,-8.623835027759673
2015-06-23,-13.284157115923769,-8.631199054350608
2015-06-24,-13.285484284495826,-8.637119127303492
2015-06-25,-13.285615057663613,-8.641870301172972
2015-06-26,-13.284846486342879,-8.645740479353826
2015-06-29,-13.283483092718669,-8.649025015009059
2015-06-30,-13.281831366195785,-8.652021217765615
2015-07-01,-13.28019426902248,-8.655022870093898
2015-07-02,-13.278865855091702,-8.658314856864815
2015-07-03,-13.278126103004219,-8.662168009158156
2015-07-06,-13.278236060109585,-8.666834259027342
2015-07-07,-13.279433388008592,-8.672542195693673
2015-07-08,-13.281928392028538,-8.679493105670801
2015-07-09,-13.285900607624692,-8.687857569762189
2015-07-10,-13.291496005705874,-8.69777267891887
2015-07-13,-13.298824866741544,-8.709339918804616
2015-07-14,-13.307960360420186,-8.72262375982763
2015-07-15,-13.31893785384802,-8.737650975617724
2015-07-16,-13.3317549570729,-8.75441069872344
2015-07-17,-13.346372300365841,-8.772855207951434
2015-07-20,-13.362715023472456,-8.792901427550415
2015-07-21,-13.380674943234824,-8.81443310463021
2015-07-22,-13.400113352849576,-8.83730361807193
2015-07-23,-13.420864393825712,-8.861339359983038
2015-07-24,-13.442738930672581,-8.886343619718438
2015-07-27,-13.465528848699687,-8.91210089083953
2015-07-28,-13.489011687231066,-8.938381513305128
2015-07-29,-13.512955514185983,-8.964946556836647
2015-07-30,-13.537123943476452,-8.991552846899417
2015-07-31,-13.56128119410754,-9.017958032177285
2015-08-03,-13.585197089287147,-9.043925591838697
2015-08-04,-13.60865189526868,-9.069229682309532
2015-08-05,-13.631440903033292,-9.093659726651056
2015-08-06,-13.653378661201435,-9.117024654925151
2015-08-07,-13.674302775642117,-9.1391567110073
2015-08-10,-13.694077199982795,-9.159914750043086
2015-08-11,-13.712594951442963,-9.17918696096396
2015-08-12,-13.729780197918133,-9.196892959982065
2015-08-13,-13.745589674803913,-9.212985213547213
2015-08-14,-13.76001340342572,-9.227449762625078
2015-08-17,-13.773074696866061,-9.240306234082382
2015-08-18,-13.784829453185946,-9.251607139169806
2015-08-19,-13.795364750241685,-9.261436473298243
2015-08-20,-13.804796770224858,-9.269907645230797
2015-08-21,-13.813268095428862,-9.277160777189037
2015-08-24,-13.820944429308545,-9.283359429935055
2015-08-25,-13.828010808403183,-9.288686818395332
2015-08-26,-13.834667380913109,-9.293341593612446
2015-08-27,-13.841124836454894,-9.297533275545659
2015-08-28,-13.847599578598619,-9.301477428320425
2015-08-31,-13.854308737073953,-9.305390674810292
2015-09-01,-13.861465119915055,-9.30948565081824
2015-09-02,-13.869272207230923,-9.313966000541528
2015-09-03,-13.877919287708853,-9.31902151442536
2015-09-04,-13.887576836393848,-9.324823507946341
2015-09-07,-13.89839222778609,-9.331520535366067
2015-09-08,-13.910485871947001,-9.339234526144148
2015-09-09,-13.923947853226238,-9.348057423621995
2015-09-10,-13.93883514157281,-9.35804839593988
2015-09-11,-13.955169435360649,-9.369231678117272
2015-09-14,-13.972935682456727,-9.38159509202454
2015-09-15,-13.992081313125205,-9.395089277839869
2015-09-16,-14.012516204549458,-9.409627656773807
2015-09-17,-14.034113382533391,-9.425087130623941
2015-09-18,-14.056710451591854,-9.441309509370745
2015-09-21,-14.080111730434933,-9.458103643821083
2015-09-22,-14.104091056071152,-9.47524822652635
2015-09-23,-14.12839520666642,-9.492495211114358
2015-09-24,-14.152747881155483,-9.509573788034404
2015-09-25,-14.176854162647201,-9.526194843759763
2015-09-28,-14.200405383107219,-9.542055820934397
2015-09-29,-14.223084298828944,-9.556845888978463
2015-09-30,-14.244570479972358,-9.570251328436
2015-10-01,-14.264545813081186,-9.581961027979471
2015-10-02,-14.28270001306922,-9.591671990566628
2015-10-05,-14.298736040744512,-9.59909474482306
2015-10-06,-14.312375323523613,-9.603958559307888
2015-10-07,-14.323362680549627,-9.606016360881641
2015-10-08,-14.331470858897287,-9.60504926386538
2015-10-09,-14.336504594822308,-9.600870623954236
2015-10-12,-14.33830412294962,-9.593329539786245
2015-10-13,-14.336748066723715,-9.582313735496312
2015-10-14,-14.33175565516269,-9.567751769303726
2015-10-15,-14.32328822373927,-9.549614525963529
2015-10-16,-14.311349970809685,-9.527915964510044
2015-10-19,-14.295987955161952,-9.502713106871695
2015-10-20,-14.277291334684964,-9.47410526736637
2015-10-21,-14.255389860589794,-9.442232537516839
2015-10-22,-14.230451655765052,-9.407273554776346
2015-10-23,-14.202680319445976,-9.369442597352716
2015-10-26,-14.172311413158564,-9.328986060100947
2015-10-27,-14.139608394618179,-9.286178378172723
2015-10-28,-14.104858076691013,-9.24131747554047
2015-10-29,-14.068365697464012,-9.194719824450914
2015-10-30,-14.030449694742618,-9.146715209136998
2015-11-02,-13.9914362837657,-9.097641292587356
2015-11-03,-13.951653940487981,-9.047838088733592
2015-11-04,-13.911427894364108,-8.997642443999437
2015-11-05,-13.871074734146534,-8.947382631734342
2015-11-06,-13.830897227788935,-8.897373160633547
2015-11-09,-13.791179453178737,-8.847909893878644
2015-11-10,-13.752182330190516,-8.799265569501134
2015-11-11,-13.714139636578999,-8.751685804498404
2015-11-12,-13.677254580673297,-8.705385655674554
2015-11-13,-13.641696992878233,-8.660546799223026
2015-11-16,-13.60760118584816,-8.617315378927325
2015-11-17,-13.575064520111141,-8.575800559768872
2015-11-18,-13.544146698141025,-8.536073809950762
2015-11-19,-13.514869795670043,-8.498168920141252
